timestamp x_robot y_robot z_robot roll_robot pitch_robot yaw_robot runtime
0000 -0.14891783893108368 -0.6964569091796875 3.063072681427002 -150.2521719656002 -35.69744652894828 -131.56799870305696 2.2548532559958403
0001 -0.15900877118110657 -0.6991047859191895 3.087489604949951 -150.87273357446765 -34.45959020035503 -132.98510489897143 0.03576527599943802
0002 -0.16361336410045624 -0.7027639746665955 3.107520818710327 -151.2516424659281 -33.92374216326183 -132.60875247126813 0.03179311600251822
0003 -0.16656994819641113 -0.6987147927284241 3.093388080596924 -149.93248633348531 -33.348651178821825 -133.70954149147525 0.030379511998035014
0004 -0.1683310717344284 -0.696369469165802 3.0845019817352295 -149.2609236030205 -34.05037211864293 -135.11213441176486 0.03419039800064638
0005 -0.1712089478969574 -0.6950639486312866 3.081646680831909 -148.24746258888138 -33.80741053218292 -136.27293601004965 0.040376835997449234
0006 -0.17501898109912872 -0.6962295770645142 3.0907139778137207 -148.63938714239004 -32.6049975773444 -136.77582842903513 0.034664172999328
0007 -0.17823068797588348 -0.6950618624687195 3.0895559787750244 -147.5671978519454 -32.449654478738196 -137.98966579088912 0.0325140979985008
0008 -0.18069450557231903 -0.6928750872612 3.084581136703491 -147.6851198008376 -31.974641522627895 -138.10047838583424 0.03601229699415853
0009 -0.1834752857685089 -0.6908278465270996 3.0796406269073486 -147.64363202479564 -32.30741784007666 -139.02172220019293 0.03350936300557805
0010 -0.18760664761066437 -0.6904431581497192 3.082658052444458 -147.24796704222405 -31.702799436913132 -139.79550774362306 0.03568447999714408
0011 -0.19028328359127045 -0.6914548873901367 3.0914695262908936 -147.30697468200296 -31.23283543165736 -140.04445846580253 0.030393554996408056
0012 -0.19346284866333008 -0.6902822852134705 3.089700937271118 -146.8807869692347 -30.671173156967086 -141.1634945390078 0.03096843700041063
0013 -0.19657950103282928 -0.6874709725379944 3.082017660140991 -146.54533254955817 -29.801638885010846 -141.5747533812166 0.03186302600079216
0014 -0.19854290783405304 -0.6838994026184082 3.0710299015045166 -145.99346046087337 -29.94684304039896 -142.43975401858108 0.03406233999703545
0015 -0.2004963755607605 -0.681428849697113 3.0635159015655518 -144.89543520851709 -29.984252474867176 -143.52439113600357 0.034231580000778195
0016 -0.20377400517463684 -0.6815083622932434 3.0688536167144775 -144.81391156235568 -30.29628746379214 -144.97168438565689 0.034659926997846924
0017 -0.20956365764141083 -0.6874707937240601 3.10245680809021 -144.7446487854644 -29.146340463377033 -145.59197698522914 0.03376067700446583
0018 -0.211526557803154 -0.6848695874214172 3.0967628955841064 -145.1759012514838 -28.75445178067402 -145.57562322267032 0.03475295200041728
0019 -0.21373261511325836 -0.6812909245491028 3.0863754749298096 -144.48171106967177 -28.264097904141146 -146.2053441827829 0.03580170699569862
0020 -0.21661125123500824 -0.6786815524101257 3.0789005756378174 -144.4810419149606 -28.405984711958634 -147.18462650525936 0.040028502997301985
