timestamp x_robot y_robot z_robot roll_robot pitch_robot yaw_robot runtime
0000 0.16361473500728607 -0.33657106757164 2.226642608642578 -42.42723833599154 10.242025507347147 13.091033749039626 2.4451739209998777
0001 0.1637895405292511 -0.3368892967700958 2.2286205291748047 -42.27486022167253 10.249451622960159 13.042135435808268 0.03550277200065466
0002 0.1638733595609665 -0.33707377314567566 2.2300591468811035 -42.33174127676745 10.382024901087517 13.004045932120704 0.035130594999827736
0003 0.16390536725521088 -0.33712252974510193 2.2302918434143066 -42.290444948283344 10.251534043350045 13.041188630039704 0.031023662000734475
0004 0.16390350461006165 -0.3371294140815735 2.23040771484375 -42.33108176295119 10.351593356751124 13.002256480742837 0.049528535000717966
0005 0.1638992428779602 -0.33712926506996155 2.2303836345672607 -42.29589783398368 10.293915163377248 13.015890634101776 0.03740981999999349
0006 0.16388659179210663 -0.3371000587940216 2.230231285095215 -42.318049711464504 10.327101587130757 13.00034402988226 0.03323445099977107
0007 0.16387557983398438 -0.33707523345947266 2.2300760746002197 -42.303076847056616 10.330358300648152 12.991697072453933 0.03608590700059722
0008 0.16388370096683502 -0.3370806574821472 2.230170488357544 -42.31174036848952 10.346533398201329 12.988849908732004 0.029414174000521598
0009 0.1638803482055664 -0.33707690238952637 2.230130434036255 -42.30553766411577 10.345134865284187 12.985316065978656 0.02709475699975883
0010 0.1638820767402649 -0.3370872139930725 2.2301909923553467 -42.307118103765724 10.327378043308203 13.00243398918612 0.028408162999767228
0011 0.1638772040605545 -0.33707278966903687 2.23007869720459 -42.311477341545675 10.334187985832951 12.988292281210052 0.030668329000036465
0012 0.16428299248218536 -0.337749183177948 2.234173059463501 -42.31719953198202 10.34582587526869 13.002659523986729 0.03255392800019763
0013 0.1644401103258133 -0.33804836869239807 2.236046552658081 -42.30571334417031 10.40973742938164 13.00340608354539 0.033035591000043496
0014 0.16452737152576447 -0.3382289409637451 2.2370834350585938 -42.273684335252746 10.37437745669198 13.026840357064922 0.03691863599942735
0015 0.16450756788253784 -0.33820149302482605 2.236964702606201 -42.31568549185492 10.39713597794899 13.02010729405621 0.03279007299988734
0016 0.1645325869321823 -0.33824101090431213 2.2371273040771484 -42.31141914481118 10.366796906038873 13.031574213156437 0.03390721199957625
0017 0.16452181339263916 -0.3382338285446167 2.2370734214782715 -42.303515355903386 10.37677051384629 13.03372253760301 0.03542847500011703
0018 0.05491069704294205 -0.19555191695690155 2.0928664207458496 -42.73700588428282 8.429686871890649 8.545324425190989 1.9079106550007054
