timestamp x_robot y_robot z_robot roll_robot pitch_robot yaw_robot x_rgbd y_rgbd z_rgbd roll_rgbd pitch_rgbd yaw_rgbd
0000 1.40141518965 1.33991749503 0.111072880724 0.442886045928 -0.254043681629 -138.778360449 1.70390370364 3.12986789829 1.54426650094 0.764569913076 56.5580572315 -88.8639875431
0001 1.40614302536 1.33376826165 0.110869351215 0.472854245808 -0.183367627335 -136.693699451 1.70390445991 3.12986119754 1.54427458004 0.758997433872 56.5723996288 -88.8719502427
0002 1.40798421603 1.33171387135 0.110920214591 0.528917248907 -0.335557246239 -135.993641387 1.70393030909 3.12987187922 1.54425894383 0.777589894833 56.7272451799 -88.8551729301
0003 1.39690713236 1.33420466871 0.121028830669 0.53164223617 -0.509395286377 -135.217766954 1.70392052046 3.12974921858 1.54432633579 0.722572185369 55.5483952441 -88.9156122945
0004 1.39840025212 1.33230156644 0.121049981093 0.568152464135 -0.508015178049 -134.49173717 1.70390559026 3.12986072224 1.54426342333 0.755373031478 56.5001897283 -88.8734650015
0005 1.39972927652 1.33072367715 0.121117461852 0.792465472377 -0.485529024191 -133.828919349 1.70392253512 3.1298440738 1.54429695804 0.753796353862 56.3987026038 -88.8777352739
0006 1.41413785766 1.32384446692 0.11098969519 0.428832238582 -0.253739208024 -133.020786956 1.70390639578 3.12987110813 1.54426838081 0.766623494219 56.6497261265 -88.8586356811
0007 1.4030291521 1.32621206788 0.121201308474 0.709218336016 -0.342853597173 -132.291602397 1.7040218577 3.12962350282 1.54432999665 0.730202023221 54.9008205225 -88.9144213384
0008 1.4046589146 1.32483514579 0.121103132781 0.822010004308 -0.419221930025 -131.638060064 1.70405352187 3.1296784703 1.54429423074 0.759878932924 55.7001601469 -88.882029888
0009 1.40655721561 1.32296999134 0.121181675709 0.879551901161 -0.49133994465 -130.842713422 1.70393495941 3.12981432573 1.54429849767 0.745464939388 56.1456316977 -88.8902911424
0010 1.4086861644 1.32070769148 0.121019498657 0.714549609436 -0.325758658414 -130.181119913 1.70390573191 3.1298727078 1.54425805619 0.775151068697 56.7262272606 -88.8586584741
0011 1.42330617757 1.31399820129 0.110723240442 0.480049968019 -0.196520845558 -129.432989793 1.70405597419 3.12968950228 1.54425539178 0.781031530731 56.0103675109 -88.8563172409
0012 1.41218898554 1.31749892567 0.120995299674 0.748467463361 -0.460472437572 -128.763821129 1.70391278407 3.12986004418 1.54427621541 0.751578415054 56.5660776052 -88.8821646158
0013 1.41378923464 1.3155526685 0.121123244415 0.909617807047 -0.473026536965 -127.900926183 1.70394141855 3.12986070352 1.54426327468 0.770031852424 56.6059286001 -88.8542382788
0014 1.41858274986 1.31204459223 0.118626819856 1.02634763362 -0.0842877283202 -127.310354831 1.7039278641 3.12983789448 1.5442999021 0.748829771327 56.3577670435 -88.8851807486
0015 1.43022060701 1.30745614227 0.111090069292 0.555357460698 -0.394407996127 -126.514405827 1.70409260857 3.12963140887 1.54428022372 0.765494142086 55.6951242316 -88.8662628244
0016 1.41950338607 1.31073567725 0.121330853667 1.16785502909 -0.617397253448 -125.691835605 1.70390251267 3.12987495749 1.54426394106 0.766345193786 56.6450248453 -88.8670574003
0017 1.4215950041 1.30851946083 0.121230275227 0.984849490264 -0.473905547428 -124.986228206 1.70396211412 3.12979410569 1.54428380829 0.764362207467 56.310858319 -88.8686533204
0018 1.4362888996 1.30204216545 0.111098435222 0.573919567617 -0.326623045711 -124.310255228 1.70391136928 3.12987583012 1.54427579045 0.774794842732 56.7177961268 -88.855599645
