timestamp x_robot y_robot z_robot roll_robot pitch_robot yaw_robot x_rgbd y_rgbd z_rgbd roll_rgbd pitch_rgbd yaw_rgbd
0000 1.66345432727 1.17188054309 0.111094859071 0.963926259476 -0.783182713706 -60.8588486937 1.70402774906 3.12978678835 1.54420919952 0.772042737033 55.5677765305 -88.868560919
0001 1.65820146623 1.18121529625 0.122150767798 0.936976438238 -0.821640006684 -58.7941296277 1.70411108404 3.12954904393 1.54427355808 0.713084001334 53.9186475564 -88.9421278716
0002 1.66077531593 1.18229718602 0.122020417047 0.66047227912 -0.698542651506 -58.0167230939 1.7039277046 3.12988988317 1.54419929998 0.774654682047 56.1239723541 -88.8645340574
0003 1.6632410859 1.18324318919 0.122054621329 0.810337399141 -0.690309473073 -57.2761091279 1.70408877826 3.12971536664 1.54417422407 0.7933661548 55.7609431973 -88.8479709637
0004 1.67715983986 1.17883348388 0.111312923806 0.955032889472 -0.731132134811 -56.3899784082 1.70417529181 3.1295204775 1.54427405697 0.735557158491 53.814722573 -88.9172024289
0005 1.67934415904 1.18000276554 0.111395299146 0.97443266806 -0.747790036623 -55.7187805769 1.70396731756 3.12988281896 1.54419080434 0.779687626645 56.3370953194 -88.864916473
0006 1.68201022654 1.18120522708 0.111430392226 1.02171996529 -0.582876801259 -54.9919271724 1.70407145679 3.12974312413 1.54420369614 0.790158445489 55.6132971286 -88.8578891221
0007 1.67220820334 1.18813324182 0.122167237512 0.818434752517 -0.68939042103 -54.3022768941 1.70408099071 3.12968753864 1.54422922448 0.757708252702 55.1121597047 -88.8857204761
0008 1.67405164919 1.18944378586 0.122291907585 0.935926007914 -0.791065714142 -53.6684671233 1.70413069043 3.12945592335 1.5443874197 0.670784491996 52.3731012982 -88.9962219336
0009 1.67675955475 1.19124471631 0.122283994096 0.835559686776 -0.829952517253 -52.8101507826 1.70395199264 3.12970852213 1.54427817816 0.713950983126 54.5340865162 -88.9449790953
0010 1.67936034772 1.19283832259 0.122070326029 0.61854544409 -0.731596225685 -52.1465176571 1.7039324338 3.12991217362 1.54418393697 0.787284145367 56.4333040836 -88.8509369174
0011 1.69309640201 1.1883790718 0.111388052294 0.773911532332 -0.823095908702 -51.2716910875 1.70394818003 3.12968042083 1.54431663067 0.664483805835 53.7819095301 -88.9982570676
0012 1.69554627541 1.18965095858 0.111170836025 0.953522243143 -0.668507787638 -50.4436142321 1.7039280529 3.12987960676 1.54420676132 0.767365073638 56.1649763525 -88.8721301984
0013 1.6980607862 1.19112257907 0.111058980063 0.466954572878 -0.563907366249 -49.7531890073 1.70402058114 3.12971731563 1.54422133614 0.74896286506 55.0944040837 -88.8999566968
0014 1.70006230919 1.19278175236 0.111269779328 0.726511590493 -0.689642490382 -49.0641451584 1.70391015452 3.12987552786 1.54423502558 0.775197999917 56.0230253079 -88.871390606
0015 1.68973658375 1.19986875647 0.122270639313 0.752183562367 -0.777314440782 -48.4314032139 1.70419527696 3.12959247824 1.54422508957 0.765385998698 54.7664894586 -88.8821474036
0016 1.70414874175 1.19605799145 0.111398425497 0.690745224825 -0.777189107573 -47.5877566835 1.70403609479 3.12963393646 1.54426056935 0.733506288571 54.3396599905 -88.9200225147
0017 1.70651719745 1.19949760713 0.113171077022 0.760288782693 -1.82004862689 -46.2899171943 1.70394003341 3.12981987039 1.54423576216 0.742741417544 55.5089204787 -88.8994486614
0018 1.69624107956 1.20509050416 0.122163893899 0.606087146059 -0.813708056291 -46.2225310078 1.70409686174 3.12964648946 1.54425168405 0.749537101869 54.6619645511 -88.8983889751
0019 1.69831768992 1.20658801104 0.122162349518 0.625596507605 -0.746716346711 -45.4541542002 1.70405856488 3.12979674219 1.54417954448 0.791084214141 56.0216662425 -88.8462695716
0020 1.70067437936 1.2081244085 0.122248209593 0.496760144678 -0.669349808855 -44.6880703127 1.70392710111 3.12987677066 1.54419942851 0.783076735977 56.2195645155 -88.8538774653
0021 1.70254701272 1.20953993593 0.122182963962 0.529953550247 -0.623805065682 -44.0142002001 1.70395705454 3.12988461842 1.54419207876 0.786320589014 56.3259427614 -88.856491279
0022 1.70439317465 1.21145920468 0.122252020128 0.626271899547 -0.687113154277 -43.2465419752 1.70402347316 3.12979111308 1.54420398394 0.778518651123 55.8644625084 -88.8638432134
0023 1.70652335174 1.21325151445 0.12225725976 0.541202807032 -0.745976542848 -42.4471953275 1.70398694725 3.12976096032 1.54420723594 0.7452910989 55.338541863 -88.8956193167
0024 1.70892477727 1.21533235713 0.122126414458 0.345865789128 -0.670058706875 -41.7371624661 1.70393796943 3.12986131129 1.54421992316 0.772731583607 56.0372121479 -88.8691240173
0025 1.71043273344 1.21714722134 0.122037189244 0.411651865139 -0.698846198476 -40.9948766426 1.70395476644 3.12980765153 1.54423453564 0.751260628677 55.4085035308 -88.8954357325
0026 1.71219451828 1.21904312058 0.122112563836 0.45351666206 -0.77921032675 -40.2752517462 1.70392412062 3.12981822272 1.54424418037 0.74158972997 55.2885656078 -88.9006304546
0027 1.71435238883 1.22081250242 0.122162467713 0.374641256064 -0.740567281852 -39.5252437401 1.70394436591 3.12986673474 1.5442056745 0.773799949808 56.1002222415 -88.8731357999
0028 1.71609265784 1.22244324717 0.1221930059 0.483763145745 -0.675184944015 -38.8110911796 1.70394868079 3.12987688719 1.54420902335 0.79381163228 56.1631675216 -88.8508357308
0029 1.71780998802 1.22429062785 0.12214575233 0.53214577198 -0.682436185166 -37.9951873017 1.70398077311 3.12969206363 1.54429198468 0.701446543948 54.1226869669 -88.9593511011
0030 1.71976008106 1.22616719515 0.122236820283 0.498744199972 -0.7003918461 -37.2562532309 1.70394928614 3.12988524996 1.54419629313 0.782037843863 56.2568507309 -88.8554005492
0031 1.72191524271 1.22829509672 0.122143528494 0.383069323645 -0.574379988897 -36.4451749482 1.70399425151 3.12982786815 1.54420816429 0.792399493167 56.0497623792 -88.8485351099
0032 1.72320662312 1.23033438589 0.122137254508 0.523636803981 -0.680297336528 -35.7633378611 1.70394795561 3.12974365396 1.54422250118 0.742322719281 55.0538437318 -88.9085547046
0033 1.72488955062 1.23246083061 0.122170528264 0.360153317604 -0.779797414486 -34.996117946 1.70404994129 3.12951150215 1.54432360221 0.669851211823 53.0659634273 -88.9878648051
0034 1.72680624256 1.23458645298 0.122039953862 0.384956112739 -0.674615277339 -34.2505765095 1.70395801363 3.12988746227 1.54420715495 0.777572235887 56.2120790063 -88.8575123051
