frame_id,row_index,gt_frame_id,est_frame_id,match_method,valid_prediction,error_msg,translation_error_m,geodesic_rotation_error_deg,roll_error_deg,pitch_error_deg,yaw_error_deg,translation_loss,rotation_loss,beta,weighted_pose_loss,inference_runtime_seconds,viewing_angle_deg,dx_m,dy_m,dz_m,gt_x,gt_y,gt_z,gt_roll_deg,gt_pitch_deg,gt_yaw_deg,est_x,est_y,est_z,est_roll_deg,est_pitch_deg,est_yaw_deg,world_marker_x,world_marker_y,world_marker_z,world_marker_roll_deg,world_marker_pitch_deg,world_marker_yaw_deg,world_camera_x,world_camera_y,world_camera_z,world_camera_roll_deg,world_camera_pitch_deg,world_camera_yaw_deg
0019,19,0019,0019,frame_id,True,,3.6165548188898984,128.35534613736957,66.14534264221584,81.78902354173135,99.12394249389567,13.079468758035745,1.1288361976919705,0.1,13.192352377804943,0.036742616997798905,51.65517145348766,-1.970367599386126,-0.7213052516829821,2.9456474696099755,2.192203704375178,0.2995602792155596,-0.7429530535638329,-138.78837067724785,44.30601801567248,51.54733418283802,0.22183610498905182,-0.4217449724674225,2.2026944160461426,155.0662866805363,-37.483005526058875,-47.576608311057655,1.43085020288,1.30331318381,0.11717793824,0.669179570965,-0.407001888381,-123.593479872,1.7039140548,3.12987192909,1.54427007436,0.780823252717,56.7141970491,-88.8503369397
0020,20,0020,0020,frame_id,True,,3.4930611427851717,149.39192710509323,90.4053537299003,50.30041217314937,107.62913312538666,12.201476147235649,1.472117996592694,0.1,12.348687946894918,0.038555884995730594,51.50864724956628,-2.0070766916356257,-0.9464985036980484,2.697639687509434,2.2343940248570613,0.5099016034733628,-0.4280092553805279,-115.7302034468382,13.810007151894446,58.019721185774934,0.22731733322143555,-0.43659690022468567,2.2696304321289062,153.86444282326153,-36.490405021254915,-49.609411939611725,1.42775870453,1.30376896507,0.121177972243,0.988010682025,-0.515219184671,-122.840310535,1.70473878451,3.12958623632,1.54433697725,-41.5933655841,54.0809194899,-95.6085899641
0021,21,0021,0021,frame_id,True,,3.661143675394888,127.00710538026148,64.6379796279827,81.25280077629358,99.55125380620748,13.40397301188399,1.10771535834662,0.1,13.514744547718651,0.03871767399687087,51.7599510683499,-1.9694193926970383,-0.7357572715294143,2.997335734438905,2.1920127895991226,0.300572971583583,-0.7397211218595593,-139.9838062578664,45.11419552596953,49.72235589242877,0.22259339690208435,-0.4351842999458313,2.2576146125793457,155.3782141141509,-36.138605250324055,-49.82889791377871,1.42955163271,1.30182883242,0.121060639455,0.835804313861,-0.343730041088,-122.084251804,1.70391199907,3.12984781098,1.54426987303,0.763374459611,56.542554543,-88.8686059922
0022,22,0022,0022,frame_id,True,,3.6746995706769807,128.59109972878986,68.49777534342354,83.2663723182565,98.71638188860928,13.503416934733586,1.1325418610044253,0.1,13.61667112083403,0.033499077006126754,51.67791198289454,-1.9665210559664206,-0.7350280610565683,3.0159485440958242,2.188288958340688,0.29889142789883816,-0.7537357907999259,-140.017677535686,45.840543192215605,49.22808457380866,0.22176790237426758,-0.4361366331577301,2.2622127532958984,151.48454712089048,-37.425829126040895,-49.48829731480061,1.43148032416,1.30042071659,0.121268764877,0.97705273545,-0.405736589618,-121.349823949,1.70390250694,3.12989059254,1.54425450638,0.779252925735,56.8740363908,-88.8490569788
0023,23,0023,0023,frame_id,True,,3.655646503386728,125.9704733439723,61.45782034213926,81.99710975644128,99.35894037293905,13.363751357723608,1.0915598617136633,0.1,13.472907343894974,0.03473585700703552,51.641280147156195,-1.9761734664763706,-0.7313177839537832,2.98725025516633,2.193379333647658,0.2967240468283865,-0.7421454654324431,-140.82786089885758,46.06907976291253,48.25908888886085,0.21720586717128754,-0.43459373712539673,2.2451047897338867,157.7143187590032,-35.928029993528746,-51.099851484078194,1.4333804613,1.29911274159,0.121279449958,1.02667270069,-0.449520703431,-120.688363619,1.70389163238,3.12986172298,1.54427622668,0.76223636045,56.5430422301,-88.8697489003
0024,24,0024,0024,frame_id,True,,3.656654678855783,124.66213815373833,58.10551798317499,78.09341581125608,104.01271431138153,13.37112344039789,1.071276268186469,0.1,13.478251067216537,0.03477079399453942,51.80686118617403,-1.9818080702302328,-0.7309266021244487,2.9848461460308164,2.1998387911794057,0.2944891145222148,-0.7276857208446593,-141.8182769664925,46.01684012835185,47.14651882323586,0.21803072094917297,-0.4364374876022339,2.2571604251861572,160.07620505033248,-32.07657568290423,-56.86619548814568,1.43565772384,1.29711757699,0.121341130089,1.04444839903,-0.299168217771,-120.109937939,1.70393983481,3.12981402285,1.5442921132,0.744774315818,56.1235664718,-88.884094434
0025,25,0025,0025,frame_id,True,,3.6198616459146393,127.24412075928795,60.49471364928672,83.83680692913518,98.99820965143991,13.103398335563842,1.1114194526245658,0.1,13.214540280826299,0.041072205000091344,51.683891145022066,-1.999729023493647,-0.7277640148688611,2.9282830646682614,2.2136219900025123,0.2929936095763501,-0.6874061515975824,-143.59183210699646,45.93362947868312,45.49871015832149,0.21389296650886536,-0.434770405292511,2.2408769130706787,155.91345424371679,-37.903177450452056,-53.49949949311843,1.43785964518,1.29583131643,0.121267872656,1.0015786579,-0.469110514668,-119.244232749,1.70410700421,3.12956463656,1.54430309414,0.754790136796,55.0555827389,-88.8804994445
0026,26,0026,0026,frame_id,True,,3.6631025855862993,129.23527561130626,56.889260775010825,87.10719989330124,100.99457403172016,13.418320552529032,1.1426859352975398,0.1,13.532589146058786,0.03611688299861271,51.70078108980983,-1.986221753824732,-0.729508323544052,2.990160748696027,2.1996847324261877,0.29013176071026603,-0.7349184009787416,-142.94612809150036,47.18846849518688,45.61769450126912,0.2134629786014557,-0.439376562833786,2.255242347717285,160.1646111334888,-39.91873139811437,-55.37687953045105,1.44001351301,1.29462514928,0.121166527182,0.952754088446,-0.493464820554,-118.569466999,1.70391206584,3.12983256662,1.54428483073,0.754285733193,56.2590414831,-88.8780754246
0027,27,0027,0027,frame_id,True,,3.655034684341845,125.20484491539455,58.38781497443853,83.08252800341222,100.37532784366024,13.35927854374189,1.079675504680286,0.1,13.46724609420992,0.034771818995068315,51.70162492450502,-1.9879396780193135,-0.7210745534901151,2.9811786039429755,2.1943770124376103,0.2878972611431607,-0.754117809112653,-143.03656302521847,47.94748704834889,45.15565025585601,0.20643733441829681,-0.43317729234695435,2.2270607948303223,158.575622000343,-35.13504095506334,-55.219677587804235,1.44246989003,1.29315095132,0.12123925768,0.977067609893,-0.512397663215,-117.861887402,1.7038964166,3.12986275805,1.54426943513,0.771898889871,56.7254859543,-88.8564497426
0028,28,0028,0028,frame_id,True,,3.6444024326245574,126.96813512682624,57.9813040590725,85.17753157540706,101.08224367006366,13.281669090919792,1.1071066932709859,0.1,13.39237976024689,0.033321784998406656,51.789430648191924,-1.9931414325000398,-0.7167890209677539,2.965682016061663,2.195848663544809,0.28562049455669736,-0.7542834145296804,-143.73164156726168,48.2913089849087,44.14079612779988,0.2027072310447693,-0.4311685264110565,2.2113986015319824,158.28705437366582,-36.886222590498356,-56.94144754226379,1.44455169786,1.29155183974,0.121018542954,1.04211799916,-0.42349367333,-117.116115836,1.7039141218,3.12986175423,1.54426190966,0.766229098001,56.6975504486,-88.8663529554
0029,29,0029,0029,frame_id,True,,3.6702920832151396,131.2449221212365,58.20382425017192,91.94910096304994,98.6217399951421,13.47104397611173,1.1745052152544186,0.1,13.588494497637171,0.028913886002555955,51.789894065442226,-1.9939660335993028,-0.7247110658546234,2.9949853595621883,2.1997974868034578,0.2833245151897217,-0.7456164535410701,-144.761473627965,48.59390123277347,43.03157805071226,0.20583145320415497,-0.44138655066490173,2.249368906021118,157.0347021218631,-43.35519973027648,-55.59016194442984,1.44665145739,1.29032419402,0.121154851228,0.950798801369,-0.479701918502,-116.345691032,1.70388113031,3.12984878874,1.54428795127,0.757512400275,56.443220303,-88.8793554344
0030,30,0030,0030,frame_id,True,,3.6536102399816093,126.0622430995458,52.60789974341526,86.00534468772409,99.55787468276674,13.348867785698472,1.0929870767031806,0.1,13.45816649336879,0.03235599300387548,51.784350487591375,-2.019707201434205,-0.7143440467437014,2.959622136194943,2.2239590421448447,0.27164223018486355,-0.7008984003856165,-146.85320067696884,48.1168956160831,41.24723527780088,0.20425184071063995,-0.4427018165588379,2.258723735809326,160.5388995796159,-37.888449071640984,-58.31063940496585,1.4591659496,1.28503756088,0.112964844406,0.709799068326,-0.451734524718,-115.624966023,1.7041250543,3.12958882429,1.54428156816,0.757248169397,55.2947222298,-88.8826501247
0031,31,0031,0031,frame_id,True,,3.6582444826602853,127.76619015648402,57.45417228732964,89.3063862925002,95.90932601956511,13.38275269491442,1.1195917787275145,0.1,13.494711872787171,0.03545741900597932,52.19809144289206,-2.011513192811901,-0.7227811678013747,2.9688642194498844,2.213489208975727,0.27894501524781634,-0.7121851613749334,-147.09356108562955,48.254867361222644,40.49676889890425,0.201976016163826,-0.44383615255355835,2.256679058074951,155.4522666270408,-41.051518931277556,-55.412557120660864,1.45061466467,1.28720617237,0.12113518837,0.909047981897,-0.117995220166,-115.137141277,1.70394441367,3.12973884871,1.54431819795,0.716655082318,55.5114424238,-88.9256952438
0032,32,0032,0032,frame_id,True,,3.6835427613985314,127.50675458582326,52.03001111485787,89.4794139621652,99.18067398150751,13.568487275051517,1.1155283532129123,0.1,13.680040110372808,0.035473666997859254,52.05079097264253,-2.0033872728702513,-0.7229851582690947,3.005365064493102,2.202351317321965,0.2775278189822905,-0.7491616514834584,-146.99857539048853,49.62332912166743,40.14943470561511,0.19896404445171356,-0.4454573392868042,2.2562034130096436,160.97141349465358,-39.856084840497765,-59.0312392758924,1.45301567663,1.28578724807,0.12120811555,0.886884282765,-0.311366820553,-114.193048661,1.70391177198,3.12985016294,1.54426795639,0.769063021436,56.4360013537,-88.8592709534
0033,33,0033,0033,frame_id,True,,3.7049045352943435,127.63234162068687,53.6578196841798,89.91703691819964,98.83922918314389,13.726317615644595,1.117494803006189,0.1,13.838067095945213,0.031242152996128425,52.13609295496272,-2.000739687365305,-0.7232444889870857,3.033195629727134,2.1993957844197864,0.27514994219219435,-0.7607883364074319,-147.14934127720625,50.06097397938429,39.300090588434585,0.1986560970544815,-0.44809454679489136,2.272407293319702,159.19283903861398,-39.85606293881535,-59.5391385947093,1.45521659398,1.2847801802,0.121023855526,1.26156784595,-0.138431285652,-113.495599735,1.70388683882,3.12988073889,1.54426495867,0.766026059992,56.7187806293,-88.8610454818
0034,34,0034,0034,frame_id,True,,3.706437314003847,129.29419687285727,49.57759228197261,92.89377900877824,99.27690192492321,13.737677562640053,1.143615147259389,0.1,13.852039077365992,0.034928237000713125,51.91511178706223,-2.016768677439191,-0.7088486569592225,3.02784663512988,2.212851597275235,0.2597471492954957,-0.755552352216672,-148.5889667526918,50.59111621033445,38.49735681534645,0.1960829198360443,-0.4491015076637268,2.272294282913208,161.8334409653356,-42.30266279844379,-60.779545109576766,1.47075987697,1.27866143813,0.111185651061,0.487895750623,-0.443779245523,-112.783657561,1.70390090942,3.12985749757,1.54427969493,0.763467545695,56.5898969675,-88.8641494113
0035,35,0035,0035,frame_id,True,,3.718707411660953,127.35054174585495,46.6121319609573,89.93007545212936,100.863096959742,13.828784813542104,1.1130838454189553,0.1,13.940093198084,0.03741657600039616,51.97383374201049,-2.0124151615876245,-0.727738849743311,3.0412770668797413,2.209886690833001,0.2702566906055852,-0.7355014244847219,-149.5103690548949,50.52167494082675,36.99899515670653,0.1974715292453766,-0.45748215913772583,2.3057756423950195,163.87749898414776,-39.4084005113026,-63.86410180303546,1.46034295021,1.2823337494,0.121172523338,0.944073720934,-0.43892749482,-111.998986451,1.70397904661,3.12975795353,1.54429074509,0.753313966725,56.0094489564,-88.8736815349
0036,36,0036,0036,frame_id,True,,3.6869434009956286,129.18247685810402,51.87119136629127,94.27719181556319,96.6642381177501,13.593551642145211,1.1418534703013936,0.1,13.70773698917535,0.03394191599363694,51.84080237773245,-2.018510726149817,-0.7165112584434485,3.0009627966849464,2.209285554345389,0.267585495074842,-0.7393844752280371,-150.11063788585477,51.069150633255916,36.22601790794648,0.1907748281955719,-0.44892576336860657,2.261578321456909,158.01817074785396,-43.20804118230727,-60.438220209803625,1.46247261332,1.28159837468,0.121255090545,0.899341965459,-0.604547885074,-111.313727232,1.70390880011,3.12981941598,1.54428763066,0.742676800598,56.0912131363,-88.8914842691
0037,37,0037,0037,frame_id,True,,3.692551232529535,126.34301632211228,46.93715921253522,91.75074061688355,97.41950253888784,13.634934604855388,1.0973573064283202,0.1,13.74467033549822,0.0351263740012655,51.96952200494214,-2.0167823491359167,-0.7132530546788385,3.009782989031021,2.204731842663329,0.26561084753314756,-0.7558021140157622,-150.4748223885315,51.61136766414634,35.45864666118025,0.18794949352741241,-0.4476422071456909,2.253980875015259,162.58801839893331,-40.13937295273721,-61.96085587770759,1.46451110797,1.2804709436,0.121210203651,0.982275934642,-0.474863066929,-110.627812688,1.70391368338,3.12984518934,1.54428074372,0.753002429769,56.4928050651,-88.8795299617
0038,38,0038,0038,frame_id,True,,3.66925385122612,128.56660036544395,52.22129373054065,94.88377089295389,95.21043146838801,13.463423824737713,1.1321565996082639,0.1,13.57663948469854,0.03668997400382068,52.00846964130393,-2.028079686688444,-0.7032396130486316,2.97586469044186,2.211840419100782,0.2601504557057208,-0.7459650455901756,-151.75917371041504,51.75582378966134,33.98846430567816,0.18376073241233826,-0.44308915734291077,2.2298996448516846,156.01953255904428,-43.12794710329254,-61.22196716270986,1.46991010579,1.27780897431,0.118951339629,0.943973424311,-0.438296192265,-109.760324815,1.70389401912,3.12984507251,1.54429128774,0.74801802903,56.2120125933,-88.8884701285
0039,39,0039,0039,frame_id,True,,3.676725673703616,124.43407760521838,46.15182101269511,91.08624540383897,94.97266308856173,13.518311679671307,1.067752879611169,0.1,13.625086967632424,0.03333062800084008,52.12414655919125,-2.032981578378626,-0.7098854421571115,2.980161109849241,2.2148007341908893,0.2615874945119241,-0.7325219306195049,-152.7321201848303,51.643953542444905,32.7735781032924,0.1818191558122635,-0.4482979476451874,2.2476391792297363,161.11605880247458,-39.44229186139407,-62.19908498526933,1.46933765833,1.27739369062,0.121486253593,1.0670479187,-0.36117131286,-109.131570642,1.70406602263,3.1296725873,1.54427371917,0.766797526852,55.8217894274,-88.865167012
0040,40,0040,0040,frame_id,True,,3.632955634854194,124.20524689058624,46.60347312952666,90.41146588460869,93.21749959717626,13.19836664481884,1.064221303753643,0.1,13.304788775194204,0.03620869599399157,52.11681422816189,-2.062165893855215,-0.7109918986486707,2.9052244304175745,2.245122604313017,0.25777504789107186,-0.6363984225745569,-155.63535239891604,49.86504837586407,30.11607831021269,0.18295671045780182,-0.4532168507575989,2.2688260078430176,157.7611744715573,-40.54641750874462,-63.101421286963564,1.47135134359,1.2767148376,0.12131920287,0.996392832608,-0.390784026965,-108.398153668,1.70402676685,3.12947345073,1.54440532284,0.656135673258,53.3477246577,-88.9978064519
